Make,Model,Total.Injuries
Hardesty/hays Quickie,Q2,1.0
Hardie,KIT FOX XL,0.0
Hardie,TERN II,0.0
Hardin,Lancair 320,2.0
Harding,1500-R-MINI-MAX,1.0
Harding,REVOLUTION MINI-500B,1.0
Hardy,Midget Mustang M-1,0.0
Hardy,QUICKIE,0.0
Hardy,QUICKIE Q-200,2.0
Hardy,RV-4,0.0
Hare,Seawind,1.0
Hargett,Sky Ranger II,1.0
Haring Clay,RV8A,2.0
"Harkness, Richard W.",ADVENTURE,1.0
Harleman,Tornado II,1.0
Harlow,Lancair ES,1.0
Harmel,RV6A,0.0
Harmon,DOLPHIN,1.0
Harmon,RV-3 ROCKET,0.0
Harmon,VELOCITY,1.0
Harmon/lance,RV-4,2.0
Harms,KitFox Series 5,0.0
Harold J. Eagen,PITTS SPECIAL S-1C,1.0
Harold Vander,Avid Flyer,0.0
Harold W Bruce,RV-6,1.0
Harper,VOLKSPLANE WE-1,1.0
Harper,W-8 TAILWIND,1.0
"Harper, Jack M.",MUSTANG II,1.0
Harper/cricri,MK-12,1.0
Harpster,Hawk Aero Tandem,0.0
Harral,GLASAIR 1,2.0
Harriman,N-3 ULTRA PUP,1.0
Harris,BD-10,1.0
Harris,BRC 540C,0.0
Harris,DRAGONFLY,1.0
Harris,GLASTAR-1,0.0
Harris,GOLDWING,1.0
Harris,VARI-EZE,2.0
Harris-hafen,VARI-EZE,2.0
Harrison,Pietenpol Air Camper,2.0
Harrison Robert J.,Longez,1.0
Harrison Volmer,VJ-22 AMPHIBIAN,2.0
Harry Crosby (Vans),RV-6,1.0
Harry D. Miller,Midget Mustang 1,0.0
Harry Oas,Pitts S1C,0.0
Harry Tomlinson,COOT A,1.0
Harshbarger W/reed,RV-8,1.0
Hart,NONE,0.0
Hart-thorp,T-18 TIGER,1.0
Harter,Kitfox Classic,1.0
Hartline,GLASTAR,2.0
Hartman,Buccaneer 2,1.0
Hartman,KR-II,0.0
Hartzell,RANS S-12,2.0
Hartzler,NIEUPORT 11,1.0
Harvard,MK IV/AT-6,0.0
Harvey,CONDOR 3+2,0.0
Harwell/gardner,WAG-AERO CUBBY,0.0
Harwood Kenneth,Lancair 360A,0.0
Hasch,Vans RV6,0.0
"Haseloh, D. W.",RAF 2000 GTX SE,1.0
Haskins,CHALLENGER-2,1.0
Hastings,THORP T18,0.0
Hatcher,Fisher Celebrity,1.0
Hatle,Rans S-12,1.0
Hatz,CB-1,1.0
Hatz,HATZ CB 1,0.0
Hauck,Moffra P-13,0.0
Haugen,KOLB FIRESTAR II,3.0
"Hauser, William C.",CASSUTT,1.0
Havir,Avid Flyer,2.0
Hawk,RUL-1,1.0
Hawker,HAWKER HNTR FMK 58,1.0
Hawker,Sea Fury TMK 20,0.0
Hawker,T Mk 7A,1.0
Hawker Aircraft Ltd,Hawker Hunter,1.0
Hawker Aircraft Ltd.,HUNTER T MK 8,1.0
Hawker Beech,V35B,0.0
Hawker Beechcraft,390,5.0
Hawker Beechcraft,4000,0.0
Hawker Beechcraft,58P,2.0
Hawker Beechcraft,BE 95-B55,5.0
Hawker Beechcraft,F33,1.0
Hawker Beechcraft,F33A,3.0
Hawker Beechcraft,TC-45J,2.0
Hawker Beechcraft Corp.,200,0.0
Hawker Beechcraft Corp.,58,1.0
Hawker Beechcraft Corp.,65-B80,0.0
Hawker Beechcraft Corp.,99,0.0
Hawker Beechcraft Corp.,A100,7.0
Hawker Beechcraft Corp.,A36,0.0
Hawker Beechcraft Corp.,C90,0.0
Hawker Beechcraft Corporation,1900C,1.0
Hawker Beechcraft Corporation,A36,1.0
Hawker Beechcraft Corporation,E-55,1.0
Hawker Beechcraft Corporation,G-58,0.0
Hawker Siddeley,125-600A,8.0
Hawker Siddeley,125-700,0.0
Hawker Siddeley,748,3.0
Hawker Siddeley,800XP,0.0
Hawker Siddeley,DH 125-400A,5.0
Hawker Siddeley,DH-125,0.0
Hawker Siddeley,DH-125-1A,2.0
Hawker Siddeley,DH-125-3A,0.0
Hawker Siddeley,DH.125-1A/522,10.0
Hawker Siddeley,DH.125-400A,0.0
Hawker Siddeley,FB-60,1.0
Hawker Siddeley,HS-125,0.0
Hawker Siddeley,HS-125-3A,0.0
Hawker Siddeley,HS-125-400A,6.0
Hawker Siddeley,HS-125-700,0.0
Hawker Siddeley,HS-125-700A,3.0
Hawker Siddeley,HS-748,0.0
Hawker Siddeley,HS-748-2A,10.0
Hawker Siddeley,HS.125-35,3.0
Hawker Siddeley,HS.748 SERIES 2A,2.0
Hawker Siddeley,HS125,0.0
Hawker Siddeley,HUNTER F MK 4,1.0
Hawker Siddeley,HUNTER T MK 7,2.0
Hawker Siddeley,MK-58A Hunter,1.0
Hawker Siddeley,SEA FURY TMK 20,0.0
Hawker Siddely,HS 125 600B,3.0
Hawker-Beechcraft,100,1.0
Hawker-Beechcraft,E-55,1.0
Hawker-Beechcraft Corporation,A36,1.0
Hawker-beechcraft,BE-200,7.0
Hawkins & Powers,UH-1B,2.0
Hawkins William,Searey,2.0
Haxton,QUICKIE Q2,0.0
Hayes,DICKEY E-RACER,0.0
Hayes,KOLB/TWINSTAR,1.0
Hayes,LANCAIR 235,0.0
Hayes,LONG-EZ,1.0
Hayes,QUICKIE Q2,0.0
Hayes/pietenpol,AIR CAMPER,2.0
Hazelrige,VARIEZE,2.0
Hazen,Fly Baby,1.0
Head,AX8 88,2.0
Head,AX9-118,1.0
Head,PITTS S-1C,1.0
Head Balloons Inc.,AX8-88,2.0
"Head Balloons, Inc.",AX7-77,4.0
"Head Balloons, Inc.",AX8-105,1.0
"Head Balloons, Inc.",AX8-88,7.0
"Head Balloons, Inc.",AX9-118,2.0
Headburg,RV6,0.0
Headrick,Vans RV9A,2.0
Heal,SONERAI-I,1.0
Healy,RAF 2000,1.0
Heard,RV-6A,2.0
Hebb,Avid Magnum,1.0
Heckel,Super Sportsman,0.0
Hedeman,Tailwind W8,0.0
Hedge,Bede-4,1.0
Heekin,B-8-M,1.0
Hefner Pitts,S1S,1.0
Hefty,POLAR CUB,0.0
Hegsted,S16B,0.0
Heibel,AIR COMMAND 532,1.0
Heilig-reading,EMERAUDE CP 301A,1.0
Hein,Sonex,1.0
Heindenreich,FOKKER DR-1,2.0
Heinemann,ROTORWAY EXECUTIVE,0.0
Heinrichs,RAND KR-2,1.0
Heinz,Rans S-4 Coyote,0.0
Heisler,Lancair Legacy,2.0
Heldeberg Design,Blue Heron Marathon,1.0
Helfer,FLIGHTSTAR II,0.0
Helfrich-leonard,BD-5B,0.0
Heli-eagle Inc.,ULTRASPORT 496,0.0
"Helicopters & Airplanes, Inc.",Exec 162F,1.0
Helie,RV-6,0.0
Helio,250,0.0
Helio,295,0.0
Helio,700,6.0
Helio,COURIER,0.0
Helio,COURIER H-295,5.0
Helio,H 250,3.0
Helio,H 295,0.0
Helio,H-250,5.0
Helio,H-295,14.0
Helio,H-391-B,0.0
Helio,H-391B,0.0
Helio,H-395,0.0
Helio,H-395A,0.0
Helio,H-700,1.0
Helio,H-700-SP,0.0
Helio,H-800,0.0
Helio,H295,0.0
Helio,H391B,0.0
Helio,H395,1.0
Helio,H700,0.0
Helio,H800,1.0
Helio,HE-3/H-295,0.0
Helio,HE29,0.0
Helio,HE391B,0.0
Helio,HST-550A,5.0
Helio,HT-295,2.0
Helio,JERGINS H 800,0.0
Helio,U-10D,0.0
Helio Aircraft Ltd,H800,1.0
Heliotech,H-250,1.0
Helmer,Avid Magnum,0.0
Helmetag,Glassair III,0.0
Helo Werks,HX-1 Wasp,1.0
Hemingway,VARIEZE,1.0
Henderson,CHRISTEN EAGLE II,2.0
Henderson,RUTAN LONG EZ,1.0
Henderson,RV-4,1.0
Hendrickson,POLLIWAGON,1.0
Hendrix,TALON XP,1.0
Henes,Zenair CH 701,0.0
Henley,AERODROME FOKKER DR1,1.0
Henry,BARRACUDA,2.0
Henry,Pelican,2.0
Henry J. Camacho,SEAHAWK,1.0
Henry Vickers,HCV-110,1.0
Hepperlen,RV-8,0.0
Herb Six,Northstar,0.0
Herbert O. Kellerman,173 RG,0.0
Herbert W. Ross,RV-4,2.0
Herde,Lancair 360,1.0
Herink H R/herink R W,CHALLENGER,1.0
Herman,DRAGONFLY,1.0
Hernandez,THORP T-18,2.0
Hernandez Challenger,SPECIAL II,1.0
Herpst,VARIEZE,2.0
Herriford,RAF 2000,0.0
Herrin,Hornet,1.0
Herring,SPORT FAN,1.0
Herron,LITTLE WING AUTOGYRO,0.0
Hesler,Zodiac CH 601 HDS,2.0
Hess,QUICKIE-2,2.0
Hess,RH-1 FALCON,1.0
Hesterlee,RUTAN VARI EZE,0.0
Heveron,SANDPIPER 83B,1.0
Hewitt,CASSUTT 3M,1.0
Hickey,SE5-A,0.0
Hickey,WINDROSE,1.0
Hickham,TWINSTAR,0.0
Hickman,Murphy Rebel,0.0
Hicks/mervin,RH-3,1.0
Higgens,RANS S-12 XL,2.0
Higgins,Acro-Sport II,0.0
High Craft,Buccaneer,1.0
Highcraft,BUCCANEER,1.0
Highcraft,BUCCANEER II,3.0
Higher Class Aviation,Sport Hornet,2.0
Higher Class Aviation,Super Hornet,1.0
Highsmith,Fergy FII B,2.0
Hight Smaragd,CP-301-S,2.0
Hildebrand,SPEZIO SPORT DAL-1,2.0
Hildebrandt,Rutan/Defiant,0.0
Hildebrant,Rutan Defiant,1.0
Hilderson Oswald,Aventura HP,0.0
Hill,BUSHBY MUSTANG II,1.0
Hill,Europa XS,2.0
Hill,Hatz CB-1,0.0
Hill,RL BREEZY,0.0
Hill Group LLC,CCX-2000,0.0
Hillam,RANS S-9,1.0
Hillberg,EH-101,0.0
Hiller,12-C,0.0
Hiller,12-E,0.0
Hiller,12B,0.0
Hiller,12C,0.0
Hiller,12E,4.0
Hiller,1345,3.0
Hiller,FH 1100,0.0
Hiller,FH-1100,7.0
Hiller,FH1100,0.0
Hiller,H-12E,1.0
Hiller,H-23A,1.0
Hiller,H-23C,1.0
Hiller,H-23D,0.0
Hiller,HILLER UH-12E,0.0
Hiller,HU-12E,1.0
Hiller,OH-23B,0.0
Hiller,OH-23C,2.0
Hiller,OH-23G,0.0
Hiller,OH23D,0.0
Hiller,UH 12 D,1.0
Hiller,UH 12-E,0.0
Hiller,UH 12D,1.0
Hiller,UH 12E,1.0
Hiller,UH-12,1.0
Hiller,UH-12-D,1.0
Hiller,UH-12-E,1.0
Hiller,UH-12-SOLOY,1.0
Hiller,UH-12A,5.0
Hiller,UH-12B,7.0
Hiller,UH-12C,8.0
Hiller,UH-12D,7.0
Hiller,UH-12D (H23),2.0
Hiller,UH-12E,74.0
Hiller,UH-12E (SOLOY),1.0
Hiller,UH-12E4,0.0
Hiller,UH-12ET,2.0
Hiller,UH-12L3,0.0
Hiller,UH-12L4,0.0
Hiller,UH-23-D,0.0
Hiller,UH12,0.0
Hiller,UH12-C,0.0
Hiller,UH12-E,2.0
Hiller,"UH12-E, SALOY CONVER",1.0
Hiller,UH12B,2.0
Hiller,UH12C,1.0
Hiller,UH12D,0.0
Hiller,UH12DJ3,0.0
Hiller,UH12E,6.0
Hiller,UH12ET,1.0
Hiller,UH12J3,2.0
Hiller,UH12L,1.0
Hiller,UH12L4,2.0
Hiller,UH21E,0.0
Hiller-osborn,UH-12D,0.0
Hiller-soloy,12E,1.0
Hiller-soloy,H-23D,1.0
Hiller-soloy,UH-12D,0.0
Hiller-soloy,UH-12E,1.0
Hiller-soloy,UH-12L4,3.0
Hiller-soloy,UH12D,2.0
Hiller-soloy,UH12E,0.0
Hillery W. Grice,Alley Cat 1,1.0
Hilliard,B-8-M,0.0
Hillyer,XL-RG Velocity,2.0
Hilvety,CWII,1.0
Hilyard,DRAGONFLY,0.0
Hing,FLY BABY 1A,1.0
"Hinshaw, Keith T.",BD5TP,1.0
Hinton,KITFOX,0.0
Hiperlight,SNS-8,0.0
Hirsch,RV-6A,1.0
Hirsch,Thorp T-18,2.0
Hispano Aviacion,A10B-37,2.0
Hispano Aviacion,HA-200,2.0
Hispano Aviacion,HA-200 SAETA,0.0
Hispano Aviacion,HA-200-Saeta,1.0
Hispano Aviacion,HA200,0.0
Hispano Aviacion,HA200B SAETA,2.0
Hispano Aviacion,HB-200,1.0
Hispano Aviacion,ME109,0.0
Historical Aircraft Corp.,A-001,1.0
Hitchcock,JH-1,1.0
Hitchens,EDI 90FT,1.0
Hoac Austria,DV-20,0.0
Hoac Austria,HK 36R SUPER DIMONA,0.0
Hoac-Austria,HK 36R Super Dimona,0.0
Hoagland,Varieze,1.0
Hockenbury,BOWERS FLY BABY,1.0
Hocker,DRAGONFLY,1.0
Hodge,Express,2.0
Hodges,CONDOR III +2,2.0
Hodges,P-51-51,0.0
Hodre-buull-kolb,MARK III,1.0
Hodson,MIDGET MUSTANG,1.0
"Hoffman, Wolf, Flugzeugbau",H-36,1.0
"Hoffman, Wolf, Flugzeugbau",SUPER DIMONA HK 36R,0.0
Hoffmann,FISHER FP 404,1.0
Hoffmeyer,MONI STANDARD,1.0
Hogarty,LANCAIR IV P,1.0
Holden,Pulsar,2.0
Holder,MIDGET MUSTANG I,1.0
Holiman,PIETENPOL AIRCAMPER,1.0
Holland,Rotorway 162F,1.0
Hollman,CONDOR,1.0
Holloway,RV6A,2.0
Holman/sears,HS-1,1.0
Holmes,Challenger II,0.0
Holmes,RV-6A,1.0
Holmes,SPECIAL,2.0
Holmes,SPECIAL S2C,2.0
Holmes,XTC2,1.0
Holmes Arthur Orman,Kitfox IV,0.0
Holmes-salley/starduster Too,SA300,2.0
Holmgreen,RV-6A,1.0
Holscher,KR II,0.0
Holsclaw,Barnett J4B,1.0
Holt,CHRISTIAN EAGLE II,1.0
Holt,THORPE T-18C,2.0
Homebuilt,AVID FLYER,0.0
Homebuilt,BABY GREAT LAKES,0.0
Homebuilt,BG 12 B-D,0.0
Homebuilt,BUSHBY MUSTANG,1.0
Homebuilt,CHRISTEN EAGLE II,1.0
Homebuilt,DER JAGER DIX,1.0
Homebuilt,DRAGON FLY 294,0.0
Homebuilt,DRAGONFLY,0.0
Homebuilt,E.A.A. P-2,1.0
Homebuilt,EAA BIPLANE,0.0
Homebuilt,EAA SPECIAL,1.0
Homebuilt,FOKKER DR-1 REPLICA,1.0
Homebuilt,GYPSY HAWK,0.0
Homebuilt,JODEL F-9,1.0
Homebuilt,JP-350-1,1.0
Homebuilt,KR 2,0.0
Homebuilt,MIDGET MUSTANG M1,0.0
Homebuilt,MUSTANG II,0.0
Homebuilt,NONE,1.0
Homebuilt,PDQ-2,1.0
Homebuilt,QUICKIE 2,0.0
Homebuilt,ROTORCRAFT Z6,1.0
Homebuilt,RV-6,0.0
Homebuilt,SA-100,1.0
Homebuilt,SPAD XIII,0.0
Homebuilt,STARDUSTER II SA300,1.0
Homebuilt,STARDUSTER TWO,0.0
Homebuilt,TIGER BIRD,0.0
Homebuilt,Unkown,1.0
Homebuilt,WOODSTOCK,1.0
Homer Davis,RV4,0.0
Honda,HA-420,0.0
Honda Aircraft,HA-420,0.0
Honda Jet,HA-420,0.0
Hood,Junior Ace,0.0
Hood,QUICKIE,1.0
Hook,Zodiac CH-650,1.0
Hooker,Zodiac 601XL,2.0
Hoopes,HUMMELBIRD,0.0
Hoopes,RV-6,0.0
Hoover,BUSHBY MM1,1.0
Hoover,Challenger II STD,2.0
Hopkins,Rutan VariViggen,1.0
Hopkins Buckeye Industries,DREAM MACHINE 582,2.0
"Hopkins, R. And M.",PROTECH PT-2,0.0
Hordemann,RV-4,1.0
Hornbeck,GLASSAIR,1.0
Horne,Bowers Flybaby,0.0
Horner-ryan,WICHAWK,2.0
Horton,AVID FLYER MK IV,0.0
Horton,Aviat ChristEagle II,0.0
Horvath,Pitts S-1C,0.0
Hoskins,Quickie Q2,0.0
Hoskins Craig,LIGHTNING BUG,1.0
Hoster/volmer,VJ22 (SPORTSMAN),0.0
Houk,PITTS S1-S,1.0
Houston,Challenger II,1.0
Houts,Avid Mark IV,1.0
Howard,DGA 15P,0.0
Howard,Super Sky Raider,0.0
Howard Aircraft,DGA-15,0.0
Howard Aircraft,DGA-15P,0.0
Howard Aircraft Corp.,500,0.0
Howard Aircraft Corp.,DGA-15P,0.0
Howard Aircraft Corp.,GFA-15P,0.0
Howard Aircraft Corp.,TIERRA II,2.0
Howard Aircraft Corp.,WEEDHOPPER,1.0
Howard E. Lee,RUTAN LONG EZ,2.0
Howard Harder,Skybolt,1.0
Howard Steven C,SUPER,0.0
Howard W. Dutton,GLAS AIR II RG,1.0
Howard Whyte,Nieuport 28,1.0
Howard William C,KR-2,1.0
Howe,QUICKIE Q2,1.0
Howe/wilmer,Lancair 360,1.0
Howell,FW2C80TR,1.0
Howlett,KR-2,1.0
Hoye,KOLB TWINSTAR MK III,2.0
Hoyle,Fighter Escort Wings,0.0
Hoyt,KOLB MARK III CLSC,0.0
"HpH, Spol. S.R.O.",Glasflügel 304S,1.0
Hruby,CAYUSE,1.0
Hubbard,StddHmltn GlasairIIS,2.0
Hubbell,Prescott Pusher,0.0
Huber,DR 107,1.0
"Hucke, Ronald L.",PARSON-2P,1.0
Huddleston-bell,47G2,2.0
Huddleston/becktold,GLASAIR,0.0
Hudson,2-2-2E,1.0
Hudson,AVENGER,2.0
Hudson,MUSTANG II,0.0
Hudson,RANS S-12,1.0
Hudson Hiperbipe,SNS-7,1.0
Hudspeth Shawn D,Challenger II,0.0
Huebner,RV6-A,0.0
Huene,Velocity XL-RG,0.0
Huff,1,0.0
Huff,Acro Sport I,1.0
Huff,PULSAR,1.0
Huff,SA-300,0.0
Huff,SONERAI IIL,0.0
Huffaher,BENSON,1.0
Huffman,QUICKIE Q2,1.0
Huggles,Sonex,1.0
Hughes,269,7.0
Hughes,269-C,0.0
Hughes,269A,70.0
Hughes,269A (TH-55A),1.0
Hughes,269A-1,3.0
Hughes,269A1A,0.0
Hughes,269B,45.0
Hughes,269C,110.0
Hughes,269C-1,2.0
Hughes,269D,0.0
Hughes,300,1.0
Hughes,300-269B,0.0
Hughes,300/269B,1.0
Hughes,300/269C,3.0
Hughes,300AG,2.0
Hughes,300C,0.0
Hughes,364HS,2.0
Hughes,369,11.0
Hughes,369-500D,0.0
Hughes,369A,11.0
Hughes,369B,3.0
Hughes,369C,7.0
Hughes,369D,173.0
Hughes,369D (500),0.0
Hughes,369D (500D),2.0
Hughes,369E,32.0
Hughes,369FF,5.0
Hughes,369HE,3.0
Hughes,369HS,85.0
Hughes,369HS/H-500,0.0
Hughes,500,2.0
Hughes,500 (369HS),2.0
Hughes,500-369HS,0.0
Hughes,500-D,0.0
Hughes,500A,0.0
Hughes,500C,7.0
Hughes,500C (369HS),1.0
Hughes,500C/369HS,0.0
Hughes,500D,9.0
Hughes,500D/369D,0.0
Hughes,BENSEN B-8M,1.0
Hughes,H-269B,0.0
Hughes,H-369D,1.0
Hughes,H-369HS,0.0
Hughes,H500C,0.0
Hughes,HU-269-A,0.0
Hughes,HU-369-D,2.0
Hughes,MD369,2.0
Hughes,MDL-369HS,0.0
Hughes,OH 6A,3.0
Hughes,OH-6,1.0
Hughes,OH-6A,26.0
Hughes,OH-6A (BP),2.0
Hughes,STOL King,1.0
Hughes,TH 55,0.0
Hughes,TH-55,8.0
Hughes,TH-55A,4.0
Hughes Aero,Predator,2.0
Hughes Cassutt,111M2,1.0
Hughes J/Hughes J,Rand-Robinson,0.0
Hughlett,CHALLENGER II,1.0
Huizenga,SEA HAWK,0.0
Hulle,Horizon 1,0.0
Hulliberger,STARDUSTER II,1.0
Humer,UNKNOWN,1.0
Hummelbird,Hummelbird,0.0
Hummer,260L,0.0
Humphreys,Stitts SA6B,2.0
Hundere,KITFOX II,0.0
Hunsberger,GLASAIR,1.0
Hunter,A-28 Victor,0.0
Hunter,Comp Air 6,3.0
Hunter,EXECUTIVE,0.0
Hunter,MYERS 145,1.0
Hunter,VELOCITY,2.0
Huntington,KIS,1.0
Huntley,CHALLENGER II,0.0
Hurd/drifter,XP503,1.0
Hurley,Searey,1.0
Hutchins,RV4,0.0
Hutson,Star-Lite,0.0
Hutton,KR-2,1.0
Hutton Rand Robinson,KR-2,1.0
Hy-Tek,Hurricane,1.0
Hyde,QUICKEE,1.0
Hélicoptères Guimbal,Cabri G2,0.0
I.C.A.-BRASOV (ROMANIA),IS 29D,1.0
I.C.A.-BRASOV (ROMANIA),IS-28B2,2.0
I.C.A.-Brasov,IS-26B2,2.0
I.c.a. Brasov,2902.11.01.001 LARK,1.0
I.c.a. Brasov,IS-28-B2,1.0
I.c.a. Brasov,IS-28B2,15.0
I.c.a. Brasov,IS-28M2,1.0
I.c.a. Brasov,IS-2902,0.0
I.c.a. Brasov,IS-29D,1.0
I.c.a. Brasov,IS-29D2,1.0
I.c.a. Brasov,"IS28B2 ""LARK""",2.0
I.c.a. Brasov,LARK I-28-B2,0.0
I.c.a. Brasov - Romania,IS-28B2,0.0
I.c.a.-brasov,IS-28B2,0.0
IAI,1124,2.0
IAI,1125,0.0
IAI,GULFSTREAM200,0.0
IAR BRASOV,IS-28B2,3.0
ICA BRASOV,IS-29D2,0.0
ICON,A5,1.0
ICON AIRCRAFT INC,A5,3.0
ICP,Savannah,1.0
ICP,Ventura,2.0
ICP SRL,SAVANNAH S,0.0
ILYUSHIN,IL-103,2.0
INDEPENDENT TECHNOLOGIES INC,EPIC LT,2.0
INDUS AVIATION INC,T-211 THORPEDO,0.0
INDUS AVIATION INC.,T-211 THORPEDO,0.0
INDY AIRCRAFT LTD,T-Bird II,1.0
INFINITY,2000,2.0
INFINITY,COMMANDER,1.0
INFINITY,INFINITY,2.0
INFINITY,INFINITY 2003,2.0
INFINITY POWER PARACHUTES LLC,CLASSIC 2002,2.0
INHOFE/ DAVIS,VANS RV-8,0.0
INIZIATIVE,Sky Arrow,0.0
INIZIATIVE INDUSTRIALI ITALIAN,SKY ARROW 600,2.0
INIZIATIVE INDUSTRIALI ITALIAN,SKY ARROW 600 SPORT,0.0
INMAN J D,KOLB MARK III,1.0
INNOVATOR,Mosquitto,1.0
INNOVATOR TECHNOLOGIES,MOSQUITO XEL,1.0
INTERPLANE,SKYBOY EX,0.0
INTERPLANE S R O,SKYBOY,2.0
INTERSTATE,S-1A,0.0
INTERSTATE,S-1B1,0.0
INTERSTATE,S1A,1.0
IRLBECK THOMAS H,RV 8,0.0
IRVIN STEPHEN D,RUTAN LONG E Z,0.0
ISAAK PAUL G,ISAAK SUPER CUB,2.0
ISRAEL AEROSPACE INDUSTRIESLTD,GULFSTREAM G150,0.0
ISRAEL AIRCRAFT INDUSTRIES,1124,0.0
ISRAEL AIRCRAFT INDUSTRIES,1124A,3.0
ISRAEL AIRCRAFT INDUSTRIES,1125 WESTWIND ASTRA,0.0
ISRAEL AIRCRAFT INDUSTRIES,F21-C2,1.0
ISRAEL AIRCRAFT INDUSTRIES,GULFSTREAM 200,6.0
ISSOIRE SIREN,PIK 30,0.0
ITEC INC,MAVERICK,2.0
Iar Sa Brasov,823,0.0
"Icard, Claude M.",SONERAI II LT,1.0
Icon,A-5,0.0
Icon,A5,0.0
Illi,THUNDER GULL,1.0
Ilyushin,IL-62,1.0
Inav,MONI,0.0
Indonesian Aerospace,212,5.0
Indus,T211 Thorpedo,2.0
Indus Aviation,T211,0.0
Infinity,2003,2.0
Infinity,Commander,2.0
Infinity,Powered Parachute,2.0
Infinity Power Parachutes,IPP2,1.0
Ingraham,RV-6,1.0
Iniziative Industriali Italian,Sky Aero 600 Sport,0.0
Iniziative Industriali Italian,Sky Arrow 650 TC,1.0
Inman,ACRO SPORT 1,1.0
Insua,L-21,0.0
Interavia,E-3,3.0
Intermountain Mfg. (imco),CALLAIR A-7,1.0
Intermountain Mfg. (imco),CALLAIR A-9,1.0
Intermountain Mfg. (imco),CALLAIR A-9B,1.0
Interplane,Sky Boy,1.0
Interplane,Skyboy,0.0
Interplane,XJ,1.0
Interplane Llc,Skyboy-2,2.0
Interplane Sro,Skyboy,2.0
Interstate,15B2,2.0
Interstate,S-1A,2.0
Interstate,S-1A-90F,0.0
Interstate,S-1B1,6.0
Interstate,S-1B2,2.0
Interstate,S-1B2 ARCTIC TERN,2.0
Interstate,S1B1,0.0
Intl Ultralight,BANSHEE,1.0
Ireneusz,RANS S-12,2.0
Irving Siewert,OSPREY GP-4,1.0
Irwin,Sonex 2180,0.0
Irwin,Thorp T-18,0.0
Isaacson,KOLB TWIN STAR MK II,2.0
Iseman,FOKKER VII,1.0
Isgrigg,ELITE,1.0
Ismari,CANARD C3A,0.0
Ison Aircraft,Eros,0.0
Israel Aircraft Industries,1121,0.0
Israel Aircraft Industries,1124,14.0
Israel Aircraft Industries,1124A,31.0
Israel Aircraft Industries,1125,0.0
Israel Aircraft Industries,1125 WESTWIND ASTRA,0.0
Israel Aircraft Industries,Astra SPX,1.0
Israel Aircraft Industries,WESTWIND-1123,0.0
Israel Aircraft Industries,WW-24,0.0
Israel Aircraft Industries,Westwind 1124,7.0
Issitt,Sonex,1.0
Issoire-aviation,PIK-30,2.0
Istenes,OLDFIELD BABY LAKES,1.0
Istvanick,ZIPPPY SPORT,1.0
Iv Inc.,LANCAIR IV,3.0
Ivan Langston,HAWK,1.0
Iversen,Glastar SH-4,3.0
Iverslie,KIT FOX,0.0
Ives,SONERAI II-L,1.0
Izatt,MITCHELL U2,1.0
J And J,TUKAN,1.0
J&J Ultralights,Sea Wing,1.0
J&J Ultralights,Sea-Wing,1.0
J. E. Douglas,Starduster 2,2.0
J. Roberts,PITTS SPECIAL,1.0
J. Schilling,S-19,0.0
J.a.mullan,DRAGONFLY,1.0
"J.d. Calhoun, Inc.",Vans ACFT RV6A,2.0
JABIRU,250,1.0
JABIRU,J230-SP,0.0
JABIRU,J250,0.0
JABIRU,J250-SP,0.0
JABIRU,JABIRU - SP,0.0
JABIRU,SP 250,0.0
JABIRU AIRCRAFT PTY LTD,J170-D,1.0
JABIRU USA SPORT AIRCRAFT,J250-SP,1.0
JABIRU USA SPORT AIRCRAFT LLC,J170-SP,1.0
JABIRU USA SPORT AIRCRAFT LLC,J230-SP,2.0
JABIRU USA SPORT AIRCRAFT LLC,J250,0.0
JABIRU USA SPORT AIRCRAFT LLC,J250 SP,0.0
JABIRU USA SPORT AIRCRAFT LLC,J250-SP,0.0
"JABIRU USA SPORT AIRCRAFT, LLC",J250-SP,1.0
JACK A FROHBIETER,QUESTAIR VENTURE,0.0
JACK FEHLING,CELEBRITY,0.0
JACKSON,TOP DOG,1.0
JACKSON DENNIS,RV-8,2.0
JACKSON FRED M,CLIPPER,0.0
JACKSON JEREMIAH D,VANS RV6A,1.0
JACOBS,RV-6A,0.0
JACQUNEAUX GLEN R,CGS HAWK,0.0
JAHNKE LIONEL G,GLASAIR III,1.0
JAL R DENNIS,TRIXY PRINCESS,2.0
JAMES,Experimental Cub,2.0
JAMES C GEYMAN,RV-9A,1.0
JAMES D RIGGS,RV-10,2.0
JAMES F HAKE,MTO SPORT,1.0
JAMES KILROY,PITTS MODEL 12,1.0
JAMES M RAULERSON,CH 750,0.0
JAMES R DERNOVSEK,KITFOX S5,0.0
JAMES WIEBE,BELITE PIPPER,1.0
JANNAKOS GREGORY P,ZODIAC 601 HDS,0.0
JANS ROBERT,FALCON XP,1.0
JANSEN,PAZMANY PL 2,1.0
JANTZEN,EVANS VP,1.0
JAVRON,PA-18 Replica,0.0
JDT,1600R,1.0
JDT,MiniMax,0.0
JDT MINI-MAX LLC,1500R,1.0
JEFF JARDINE,KITFOX S7 SUPERSPORT,0.0
JEFFAIR,BARRACUDA,0.0
JEFFERY D TUTTLE,BDK Carbon Concepts,1.0
JEFFKO,GLASAIR,1.0
JENKINS JACK,GLASTAR SP,0.0
JEROME A BAAK,CH 601XL,1.0
JEROME D FISCHER,RV-7,1.0
